23;Innocent@entreprise.com;LAMBERT;Victor;(291) 716-0083;Rude@gmail.com;(143) 794-1329;8539606;;23;73
24;Ugly@entreprise.com;FONTAINE;Alexia;(740) 100-8050;Sophisticated@gmail.com;(155) 792-3559;4227120;;24;74
25;Rambunctious@entreprise.com;ROUSSEAU;Amélie;(193) 181-7764;Plucky@gmail.com;(175) 588-7373;6677638;;25;75
26;Scary@entreprise.com;VINCENT;Annabelle;(106) 134-7184;Rough@gmail.com;(683) 457-1398;3204903;;26;76
27;Icky@entreprise.com;MULLER;Arianne;(366) 713-1099;Elated@gmail.com;(443) 153-2490;1128296;;27;77
28;Bite-sized@entreprise.com;LEFEVRE;Audrey;(323) 874-8972;Rightful@gmail.com;(820) 686-2830;9292888;;28;78
29;Vulgar@entreprise.com;FAURE;Aurélie;(834) 710-8468;Humorous@gmail.com;(587) 203-4448;9956037;;29;79
30;Beautiful@entreprise.com;ANDRE;Camille;(269) 423-1165;Cut@gmail.com;(116) 692-0535;9864733;;30;101
31;Irate@entreprise.com;MERCIER;Catherine;(269) 646-7940;Disgusting@gmail.com;(998) 752-7912;5754701;;31;102
32;Puzzling@entreprise.com;BLANC;Chloé;(244) 454-9695;Shaggy@gmail.com;(478) 653-4040;1488057;;32;103
33;Burly@entreprise.com;BLANC;Clara;(113) 529-9621;Straight@gmail.com;(940) 318-1499;3087145;;33;104
34;Infamous@entreprise.com;BOYER;Coralie;(357) 795-9883;Pink@gmail.com;(502) 441-0450;4488446;;34;105
35;Noisy@entreprise.com;GARNIER;Daphnée;(457) 300-7314;Furtive@gmail.com;(437) 313-8773;7691630;;35;106
36;Careful@entreprise.com;CHEVALIER;Elizabeth;(937) 916-5178;Tasty@gmail.com;(234) 827-1017;2499511;;36;107
37;Slim@entreprise.com;FRANCOIS;Émilie;(880) 478-9103;Selective@gmail.com;(325) 258-7786;2381991;;37;108
38;Grotesque@entreprise.com;LEGRAND;Emy;(369) 395-4030;Grubby@gmail.com;(713) 768-2376;5892246;;38;109
39;Secret@entreprise.com;GAUTHIER;Ève;(819) 378-5929;Cagey@gmail.com;(401) 315-9237;5157780;;39;110
40;Free@entreprise.com;GARCIA;Florence;(933) 845-2851;Aspiring@gmail.com;(691) 532-9907;229981;;40;111
41;Afraid@entreprise.com;GAUTIER;Gabrielle;(809) 970-2843;Interesting@gmail.com;(799) 344-5501;5112031;;41;112
42;FlashyMystere@gmail.com;GAUTIER;Jade;(316) 765-1474;Hurried@gmail.com;(408) 276-9472;9348252;;42;113
43;ZanyMystere@gmail.com;GAUTIER;Justine;(903) 801-3869;Innocent@gmail.com;(453) 868-5248;1347365;;43;114
44;ModernMystere@gmail.com;GAUTIER;Laurence;(125) 770-3316;Ugly@gmail.com;(358) 646-5508;8374276;;44;115
45;NiceMystere@gmail.com;NICOLAS;Laurie;(172) 618-9215;Rambunctious@gmail.com;(934) 508-7105;5785300;;45;116
46;MeaslyMystere@gmail.com;MASSON;Marianne;(336) 753-7839;Scary@gmail.com;(397) 548-8535;1463905;;46;117
47;AwakeMystere@gmail.com;MASSON;Océane;(694) 916-4411;Icky@gmail.com;(218) 615-5392;4195707;;47;118
48;CuteMystere@gmail.com;MASSON;Olivia;(638) 975-8029;Bite-sized@gmail.com;(944) 239-8498;1027695;;48;119
49;TangibleMystere@gmail.com;GAUTIER;Rose;(324) 699-9973;Hard@gmail.com;(877) 103-0900;1855777;;49;120
50;Ernie.tremblay@cegepJonquiere.ca;tremblay;Ernie;(418) 695-1234;tremblay.Ernie@Hotmail.ca;(877) 103-0901;4584347;TREER19980129;51;
51;Sanford.bouchard@cegepJonquiere.ca;bouchard;Sanford;(418) 695-1235;bouchard.Sanford@Hotmail.ca;(877) 103-0902;3395004;BOUSA19980129;51;
52;Les.poirier@cegepJonquiere.ca;poirier;Les;(418) 695-1236;poirier.Les@Hotmail.ca;(877) 103-0903;5148934;POILE19980129;51;
53;Leandro.sioud@cegepJonquiere.ca;sioud;Leandro;(418) 695-1237;sioud.Leandro@Hotmail.ca;(877) 103-0904;6605283;SIOLE19980129;51;
54;Nelson.tremblay@cegepJonquiere.ca;tremblay;Nelson;(418) 695-1238;tremblay.Nelson@Hotmail.ca;(877) 103-0905;6992299;TRENE19980129;51;
55;Harvey.bouchard@cegepJonquiere.ca;bouchard;Harvey;(418) 695-1239;bouchard.Harvey@Hotmail.ca;(877) 103-0906;4069707;BOUHA19980129;51;
56;Malcolm.poirier@cegepJonquiere.ca;poirier;Malcolm;(418) 695-1240;poirier.Malcolm@Hotmail.ca;(877) 103-0907;4463974;POIMA19980129;51;
57;Colton.sioud@cegepJonquiere.ca;sioud;Colton;(418) 695-1241;sioud.Colton@Hotmail.ca;(877) 103-0908;6031003;SIOCO19980129;51;
58;Neal.tremblay@cegepJonquiere.ca;tremblay;Neal;(418) 695-1242;tremblay.Neal@Hotmail.ca;(877) 103-0909;1520858;TRENE19980129;51;
59;Allen.bouchard@cegepJonquiere.ca;bouchard;Allen;(418) 695-1243;bouchard.Allen@Hotmail.ca;(877) 103-0910;6233072;BOUAL19980129;51;
60;Dylan.poirier@cegepJonquiere.ca;poirier;Dylan;(418) 695-1244;poirier.Dylan@Hotmail.ca;(877) 103-0911;7157492;POIDY19980129;51;
61;Weston.sioud@cegepJonquiere.ca;sioud;Weston;(418) 695-1245;sioud.Weston@Hotmail.ca;(877) 103-0912;2645712;SIOWE19980129;51;
62;Doug.tremblay@cegepJonquiere.ca;tremblay;Doug;(418) 695-1246;tremblay.Doug@Hotmail.ca;(877) 103-0913;6100209;TREDO19980129;51;
63;Shawn.bouchard@cegepJonquiere.ca;bouchard;Shawn;(418) 695-1247;bouchard.Shawn@Hotmail.ca;(877) 103-0914;1254885;BOUSH19980129;51;
64;Dominick.poirier@cegepJonquiere.ca;poirier;Dominick;(418) 695-1248;poirier.Dominick@Hotmail.ca;(877) 103-0915;2906531;POIDO19980129;51;
65;Mohammad.sioud@cegepJonquiere.ca;sioud;Mohammad;(418) 695-1249;sioud.Mohammad@Hotmail.ca;(877) 103-0916;9117715;SIOMO19980129;51;
66;Donte.tremblay@cegepJonquiere.ca;tremblay;Donte;(418) 695-1250;tremblay.Donte@Hotmail.ca;(877) 103-0917;438100;TREDO19980129;51;
67;Brian.bouchard@cegepJonquiere.ca;bouchard;Brian;(418) 695-1251;bouchard.Brian@Hotmail.ca;(877) 103-0918;9214594;BOUBR19980129;51;
68;Glen.poirier@cegepJonquiere.ca;poirier;Glen;(418) 695-1252;poirier.Glen@Hotmail.ca;(877) 103-0919;6031908;POIGL19980129;51;
69;Galen.sioud@cegepJonquiere.ca;sioud;Galen;(418) 695-1253;sioud.Galen@Hotmail.ca;(877) 103-0920;4646737;SIOGA19980129;51;
70;Scot.tremblay@cegepJonquiere.ca;tremblay;Scot;(418) 695-1254;tremblay.Scot@Hotmail.ca;(877) 103-0921;395592;TRESC19980129;51;
71;Gerry.bouchard@cegepJonquiere.ca;bouchard;Gerry;(418) 695-1255;bouchard.Gerry@Hotmail.ca;(877) 103-0922;317172;BOUGE19980129;51;
72;Claudio.poirier@cegepJonquiere.ca;poirier;Claudio;(418) 695-1256;poirier.Claudio@Hotmail.ca;(877) 103-0923;6332281;POICL19980129;51;
73;Lyman.sioud@cegepJonquiere.ca;sioud;Lyman;(418) 695-1257;sioud.Lyman@Hotmail.ca;(877) 103-0924;9167872;SIOLY19980129;51;
74;Emile.tremblay@cegepJonquiere.ca;tremblay;Emile;(418) 695-1258;tremblay.Emile@Hotmail.ca;(877) 103-0925;7493603;TREEM19980129;51;
75;Monte.bouchard@cegepJonquiere.ca;bouchard;Monte;(418) 695-1259;bouchard.Monte@Hotmail.ca;(877) 103-0926;6746337;BOUMO19980129;51;
76;Louie.poirier@cegepJonquiere.ca;poirier;Louie;(418) 695-1260;poirier.Louie@Hotmail.ca;(877) 103-0927;5680785;POILO19980129;51;
77;Preston.sioud@cegepJonquiere.ca;sioud;Preston;(418) 695-1261;sioud.Preston@Hotmail.ca;(877) 103-0928;1305919;SIOPR19980129;51;
78;Coleman.tremblay@cegepJonquiere.ca;tremblay;Coleman;(418) 695-1262;tremblay.Coleman@Hotmail.ca;(877) 103-0929;4903537;TRECO19980129;51;
79;Marcelino.bouchard@cegepJonquiere.ca;bouchard;Marcelino;(418) 695-1263;bouchard.Marcelino@Hotmail.ca;(877) 103-0930;432605;BOUMA19980129;51;
80;Elden.poirier@cegepJonquiere.ca;poirier;Elden;(418) 695-1264;poirier.Elden@Hotmail.ca;(877) 103-0931;5485240;POIEL19980129;51;
81;Randell.sioud@cegepJonquiere.ca;sioud;Randell;(418) 695-1265;sioud.Randell@Hotmail.ca;(877) 103-0932;1723953;SIORA19980129;51;
82;Dane.tremblay@cegepJonquiere.ca;tremblay;Dane;(418) 695-1266;tremblay.Dane@Hotmail.ca;(877) 103-0933;9754726;TREDA19980129;51;
83;Clinton.bouchard@cegepJonquiere.ca;bouchard;Clinton;(418) 695-1267;bouchard.Clinton@Hotmail.ca;(877) 103-0934;4613802;BOUCL19980129;51;
84;Hubert.poirier@cegepJonquiere.ca;poirier;Hubert;(418) 695-1268;poirier.Hubert@Hotmail.ca;(877) 103-0935;3101517;POIHU19980129;51;
85;Jean.sioud@cegepJonquiere.ca;sioud;Jean;(418) 695-1269;sioud.Jean@Hotmail.ca;(877) 103-0936;5982045;SIOJE19980129;51;121
86;Hong.tremblay@cegepJonquiere.ca;tremblay;Hong;(418) 695-1270;tremblay.Hong@Hotmail.ca;(877) 103-0937;9552083;TREHO19980129;51;122
87;Jame.bouchard@cegepJonquiere.ca;bouchard;Jame;(418) 695-1271;bouchard.Jame@Hotmail.ca;(877) 103-0938;5138408;BOUJA19980129;51;123
88;Hugo.poirier@cegepJonquiere.ca;poirier;Hugo;(418) 695-1272;poirier.Hugo@Hotmail.ca;(877) 103-0939;4356360;POIHU19980129;51;124
89;Vito.sioud@cegepJonquiere.ca;sioud;Vito;(418) 695-1273;sioud.Vito@Hotmail.ca;(877) 103-0940;6905634;SIOVI19980129;51;125
90;Eldridge.tremblay@cegepJonquiere.ca;tremblay;Eldridge;(418) 695-1274;tremblay.Eldridge@Hotmail.ca;(877) 103-0941;7361644;TREEL19980129;51;126
91;Agustin.bouchard@cegepJonquiere.ca;bouchard;Agustin;(418) 695-1275;bouchard.Agustin@Hotmail.ca;(877) 103-0942;9656277;BOUAG19980129;51;127
92;Sonny.poirier@cegepJonquiere.ca;poirier;Sonny;(418) 695-1276;poirier.Sonny@Hotmail.ca;(877) 103-0943;4685151;POISO19980129;51;128
93;Ward.sioud@cegepJonquiere.ca;sioud;Ward;(418) 695-1277;sioud.Ward@Hotmail.ca;(877) 103-0944;6723581;SIOWA19980129;51;129
94;Grant.tremblay@cegepJonquiere.ca;tremblay;Grant;(418) 695-1278;tremblay.Grant@Hotmail.ca;(877) 103-0945;8599504;TREGR19980129;51;130
95;Dana.bouchard@cegepJonquiere.ca;bouchard;Dana;(418) 695-1279;bouchard.Dana@Hotmail.ca;(877) 103-0946;3152822;BOUDA19980129;51;131
96;Larry.poirier@cegepJonquiere.ca;poirier;Larry;(418) 695-1280;poirier.Larry@Hotmail.ca;(877) 103-0947;413400;POILA19980129;51;132
97;Stefan.sioud@cegepJonquiere.ca;sioud;Stefan;(418) 695-1281;sioud.Stefan@Hotmail.ca;(877) 103-0948;1941363;SIOST19980129;51;133
98;Marcel.tremblay@cegepJonquiere.ca;tremblay;Marcel;(418) 695-1282;tremblay.Marcel@Hotmail.ca;(877) 103-0949;9725030;TREMA19980129;51;134
99;Manual.bouchard@cegepJonquiere.ca;bouchard;Manual;(418) 695-1283;bouchard.Manual@Hotmail.ca;(877) 103-0950;9827455;BOUMA19980129;51;135
